,pollPlaceName,googlePlaceID,dates,county,idTown,lat,lng,address,url
150,AA - ETRIS COMMUNITY RECREATION CENER,ChIJk6JlM9Pm9IgRh9VFFyUu844,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.587524,-84.5572347,"5285 LAKESIDE DR, UNION CITY, GA 30291","https://www.google.com/maps/search/5285+LAKESIDE+DR+UNION+CITY,+GA,+30291"
151,AA - GEORGIA INSTITIUTE OF TECHNOLOGY   MCCAMISH PAVILLION,EiU5NjUgRm93bGVyIFN0LCBBdGxhbnRhLCBHQSAzMDMxOCwgVVNBIhsSGQoUChIJt9Znh2AE9YgRyU8irssvXqsQxQc,['10/22/2020 - 10/23/2020 08:00 AM - 06:00 PM'],Fulton County,060,33.7806747,-84.39358539999999,"965 FOWLER STREET, ATLANTA, GA 30318","https://www.google.com/maps/search/965+FOWLER+STREET,+NW+ATLANTA,+GA,+30318"
152,AA - GLADYS S. DENNARD LIBRARY AT SOUTH FULTON,ChIJtaZ6p__j9IgR6AnLaul75_E,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.5878106,-84.5195155,"4055 FLAT SHOALS ROAD, UNION, GA 30291","https://www.google.com/maps/search/4055+FLAT+SHOALS+ROAD+UNION,+GA,+30291"
153,AA - JOHNS CREEK ENVIRONMENTAL CAMPUS,ChIJQYgQQX6g9YgRl9nDCVXCC7U,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.9769675,-84.2668915,"8100 HOLCOMB BRIDGE ROAD, ALPHARETTA, GA 30022","https://www.google.com/maps/search/8100+HOLCOMB+BRIDGE+ROAD+ALPHARETTA,+GA,+30022"
154,AA - METROPOLITAN LIBRARY,ChIJuZ8SwxwD9YgRn6aQLb5jXlY,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7187799,-84.4073494,"1332 METROPOLITAN PARKWAY, ATLANTA, GA 30310","https://www.google.com/maps/search/1332+METROPOLITAN+PARKWAY+ATLANTA,+GA,+30310"
155,AA - MILTON LIBRARY,ChIJpe4N0RR09YgRe_5h4uRkyRc,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0901142,-84.33627179999999,"855 MAYFIELD ROAD, MILTON, GA 30009","https://www.google.com/maps/search/855+MAYFIELD+ROAD+MILTON,+GA,+30009"
156,AA - NEW BEFINNINGS SENIOR CENTER,ChIJ8aPygmzn9IgRtEqIrGAAFAw,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.5609157,-84.5871864,"66 BROOKS DRIVE, FAIRBUEN, GA 30213","https://www.google.com/maps/search/66+BROOKS+DRIVE+FAIRBUEN,+GA,+30213"
157,AA - NORTH FULTON ANNEX,ChIJbcQ5rXEM9YgR-Di-ljFEzdA,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.9658857,-84.3626524,"7741 ROSWELL RD NE, SANDY SPRINGS, GA 30350","https://www.google.com/maps/search/7741+ROSWELL+RD+NE+SANDY+SPRINGS,+GA,+30350"
158,AA - NORTH/EAST SPRUILL OAKS LIBRARY,Eis5NTAwIFNwcnVpbGwgUmQsIEpvaG5zIENyZWVrLCBHQSAzMDAyMiwgVVNBIhsSGQoUChIJvxyqI9Sh9YgRTt8RkZCwhNoQnEo,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0133186,-84.2232089,"9500 SPRUILL ROAD, JOHNS CREEK, GA 30022","https://www.google.com/maps/search/9500+SPRUILL+ROAD+JOHNS+CREEK,+GA,+30022"
159,AA - NORTHSIDE BRANCH LIBRARY,ChIJCWmLolkF9YgR3fXWmJZRbqY,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 09:08 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.8451559,-84.4254187,"3295 NORTHSIDE PARKWAY, ATLANTA, GA 30327","https://www.google.com/maps/search/3295+NORTHSIDE+PARKWAY+ATLANTA,+GA,+30327"
160,AA - NORTHWEST BRANCH AT SCOTTS CROSSING,ChIJaTkZzuEa9YgRisJCkARr_VI,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.8052817,-84.4699555,"2489 PERRY BOULEVARD, ATLANTA, GA 30318","https://www.google.com/maps/search/2489+PERRY+BOULEVARD+ATLANTA,+GA,+30318"
161,AA - OCEE LIBRARY,ChIJK8MWAeGe9YgR-WftIJ9GJq8,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0646462,-84.2096406,"5090 ABBOTTS BRIDGE ROAD, ALPHARETTA, GA 30005","https://www.google.com/maps/search/5090+ABBOTTS+BRIDGE+ROAD+ALPHARETTA,+GA,+30005"
162,AA - PARK PLACE AT NEWTOWN SCHOOL,ChIJdf_M7P-f9YgRf11e82pNAjU,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 07:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0208269,-84.2685781,"3125 OLD ALABAMA ROAD, JOHNS CREEK, GA 30022","https://www.google.com/maps/search/3125+OLD+ALABAMA+ROAD+JOHNS+CREEK,+GA,+30022"
163,AA - PONCE DE LEON LIBRARY,ChIJU9I3DB4E9YgRTJqHPcb75Ac,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7740557,-84.3551871,"980 PONCE DE LEON AVE, , GA 30306","https://www.google.com/maps/search/980+PONCE+DE+LEON+AVE.,+NE,+GA,+30306"
164,AA - ROSWELL BRANCH LIBRARY,ChIJn8GouFRz9YgR4ZTxwNbifTo,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 08:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,34.0249952,-84.3579018,"115 NORCROSS STREET, ROSWELL, GA 30075","https://www.google.com/maps/search/115+NORCROSS+STREET+ROSWELL,+GA,+30075"
165,AA - SANDY SPRINGS BRANCH LIBRARY,ChIJfdAKRb0O9YgReJG-oOZ-u4E,['10/12/2020 - 10/30/2020 09:00 AM - 05:00 PM'],Fulton County,060,33.9239692,-84.37428419999999,"395 MOUNT VERNON HIGHWAY, SANDY SPRINGS, GA 30328","https://www.google.com/maps/search/395+MOUNT+VERNON+HIGHWAY,+NE+SANDY+SPRINGS,+GA,+30328"
166,AA - SOUTH FULTON ANNEX,ChIJvTX9PDvh9IgRmFu1sw1RfKY,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.6014156,-84.5498808,"5600 STONEWALL TELL ROAD, COLLEGE PARK, GA 30349","https://www.google.com/maps/search/5600+STONEWALL+TELL+ROAD+COLLEGE+PARK,+GA,+30349"
167,AA - SOUTHWEST ARTS CENTER,ChIJC8eAGY0e9YgRlaOt32rg8Ek,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7296843,-84.5415544,"915 NEW HOPE ROAD, ATLANTA, GA 30331","https://www.google.com/maps/search/915+NEW+HOPE+ROAD,+SW+ATLANTA,+GA,+30331"
168,AA - STATE FARM ARENA,ChIJ8RKUiX8D9YgRTt6eJb6XtQY,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7572331,-84.39634029999999,"1 STATE FARM, ATLANTA, GA 30303","https://www.google.com/maps/search/1+STATE+FARM+ATLANTA,+GA,+30303"
169,AA - WELCOME ALL PARK RECREATION CENTER,ChIJQ2WpMILh9IgROuuNvSWXUg8,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.6331104,-84.5284217,"4255 WILL LEE ROAD, COLLEGE PARK, GA 30349","https://www.google.com/maps/search/4255+WILL+LEE+ROAD+COLLEGE+PARK,+GA,+30349"
170,AA - WOLF CREEK LIBRARY,ChIJISHSuSvg9IgRip4X7qz89ns,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 08:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.6725152,-84.5741367,"3100 ENON ROAD, ATLANTA, GA 30331","https://www.google.com/maps/search/3100+ENON+ROAD+ATLANTA,+GA,+30331"
171,AA- ADAMS PARK LIBRARY,ChIJtTnFgxcd9YgRhD_IZzKfvD4,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7056988,-84.46168929999999,"2231 CAMPBELLTON ROAD, ATLANTA, GA 30331","https://www.google.com/maps/search/2231+CAMPBELLTON+ROAD+ATLANTA,+GA,+30331"
172,AA- GEORGIA INTERNATIONAL CONVENTION  CENTER,ChIJLf3R8cHi9IgRdNqZ4B48Iz0,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.6451701,-84.4578224,"2000 CONVENTION CENTER, COLLEGE PARK, GA 30337","https://www.google.com/maps/search/2000+CONVENTION+CENTER+COLLEGE+PARK,+GA,+30337"
173,AA- GEORGIA STATE UNIVERSITY   STUDENT CENTER EAST ,ChIJrcFZNY8D9YgRb28OyebOJMQ,['10/27/2020 - 10/29/2020 09:00 AM - 05:00 PM'],Fulton County,060,33.7527333,-84.38490399999999,"55 GILMER STREET SE, ATLANTA, GA 30303","https://www.google.com/maps/search/55+GILMER+STREET+SE+ATLANTA,+GA,+30303"
174,AA- HIGH MUSEUM OF ART,EiwxMjgwIFBlYWNodHJlZSBTdCBORSwgQXRsYW50YSwgR0EgMzAzMDksIFVTQSIbEhkKFAoSCdkTChhFBPWIEZoiXSrZd-DxEIAK,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 10:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 10:00 AM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Fulton County,060,33.7895499,-84.3844148,"1280 PEACHTREE STREET NE, ATLANTA, GA 30309","https://www.google.com/maps/search/1280+PEACHTREE+STREET+NE+ATLANTA,+GA,+30309"
175,VOTER REGISTRATION OFFICE,ChIJKzRmolWWX4gRs8zK2OEym2c,"['10/13/2020 - 10/30/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Gilmer County,061,34.695096,-84.4833347,"1 BROAD ST, ELLIJAY, GA 30540","https://www.google.com/maps/search/1+BROAD+ST.,+SUITE+107+ELLIJAY,+GA,+30540"
176,REGISTRAR'S OFFICE,ChIJhWh7y3YV94gRvuk5iG4knao,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Glascock County,062,33.233394,-82.5997282,"676 WEST MAIN, GIBSON, GA 30810","https://www.google.com/maps/search/676+WEST+MAIN+GIBSON,+GA,+30810"
177,BALLARD,ChIJ5T65qNPX5IgRP1dC4gKVdG8,"['10/12/2020 - 10/12/2020 08:00 AM - 07:00 PM', '10/13/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/19/2020 08:00 AM - 07:00 PM', '10/20/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/26/2020 08:00 AM - 07:00 PM', '10/27/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Glynn County,063,31.20755,-81.50813699999999,"30 NIMITZ DRIVE, BRUNSWICK, GA 31520","https://www.google.com/maps/search/30+NIMITZ+DRIVE+BRUNSWICK,+GA,+31520"
178,BOARD OF ELECTIONS OFFICE PARK BLDG,ChIJP4yjzTrY5IgRsf84HmE2cjU,"['10/12/2020 - 10/12/2020 08:00 AM - 07:00 PM', '10/13/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/19/2020 08:00 AM - 07:00 PM', '10/20/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/26/2020 08:00 AM - 07:00 PM', '10/27/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Glynn County,063,31.1521128,-81.4849575,"1815 GLOUCESTER ST, BRUNSWICK, GA 31520","https://www.google.com/maps/search/1815+GLOUCESTER+ST+BRUNSWICK,+GA,+31520"
179,SSI ADVANCED VOTING/FIRE STATION # 2,ChIJqWYSKoDQ5IgR_iq3Anfa7RI,"['10/12/2020 - 10/12/2020 08:00 AM - 07:00 PM', '10/13/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/19/2020 08:00 AM - 07:00 PM', '10/20/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/26/2020 08:00 AM - 07:00 PM', '10/27/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Glynn County,063,31.1577314,-81.38684049999999,"1965 DEMERE RD, ST. SIMONS ISLAND, GA 31522","https://www.google.com/maps/search/1965+DEMERE+RD+ST.+SIMONS+ISLAND,+GA,+31522"
180,ADVANCED/EARLY VOTING,ChIJUaEsIlAHYIgRw_FrhnDm3Wc,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Gordon County,064,34.502562,-84.950193,"101 S PIEDMONT STREET, CALHOUN, GA 30701","https://www.google.com/maps/search/101+S+PIEDMONT+STREET+CALHOUN,+GA,+30701"
181,GRADY COUNTY BOARD OF REGISTRARS,ChIJb-UOiWqp7YgRbZZCb6RxoOg,"['10/12/2020 - 10/30/2020 08:30 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Grady County,065,30.8786337,-84.20770519999999,"250 N. BROAD STREET, CAIRO, GA 39828","https://www.google.com/maps/search/250+N.+BROAD+STREET+CAIRO,+GA,+39828"
182,GREENE COUNTY ANNEX,ChIJs7rnPbP19ogR7MBn1w8jjM4,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Greene County,066,33.566131,-83.19340199999999,"1180 C.WELDON SMITH DR, GREENSBORO, GA 30642","https://www.google.com/maps/search/1180+C.WELDON+SMITH+DR.+GREENSBORO,+GA,+30642"
183,BOGAN PARK COMMUNITY RECREATION CENTER,ChIJfe3x0XCT9YgRKhyUNaUh5jM,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,34.1072984,-83.96918029999999,"2723 N BOGAN RD, BUFORD, GA 30519","https://www.google.com/maps/search/2723+N+BOGAN+RD+BUFORD,+GA,+30519"
184,DACULA PARK ACTIVITY BLDG,ChIJdUYHeSzA9YgRFgTt6CTo_2w,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,33.9961061,-83.892831,"2735 OLD AUBURN RD, DACULA, GA 30019","https://www.google.com/maps/search/2735+OLD+AUBURN+RD+DACULA,+GA,+30019"
185,GEORGE PIERCE PARK COMMUNITY RECREATION CENTER,ChIJeRRILQKX9YgRxKhk2Vdi5h4,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,34.060691,-84.061702,"55 BUFORD HWY, SUWANEE, GA 30024","https://www.google.com/maps/search/55+BUFORD+HWY+SUWANEE,+GA,+30024"
186,GWINNETT COUNTY BOARD OF VOTER REGISTRATIONS AND ELECTIONS,ChIJpd4HQt2-9YgR2PFoNedjkKg,['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM'],Gwinnett County,067,33.9390129,-83.985209,"455 GRAYSON HWY, LAWRENCEVILLE, GA 30046","https://www.google.com/maps/search/455+GRAYSON+HWY,+STE+200+LAWRENCEVILLE,+GA,+30046"
187,GWINNETT COUNTY FAIRGROUNDS,ChIJD7_NLTO59YgRqAWLJcBvkuU,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,33.9197662,-83.9883144,"2405 SUGARLOAF PKWY, LAWRENCEVILLE, GA 30045","https://www.google.com/maps/search/2405+SUGARLOAF+PKWY+LAWRENCEVILLE,+GA,+30045"
188,LENORA PARK GYM,ChIJbdKVpya39YgRVU23FX59JXY,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,33.7911207,-84.0015384,"4515 LENORA CHURCH ROAD, SNELLVILLE, GA 30078","https://www.google.com/maps/search/4515+LENORA+CHURCH+ROAD+SNELLVILLE,+GA,+30078"
189,LUCKY SHOALS PARK GYM,ChIJTeMVlGKm9YgRv0A5pSrlaTM,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,33.8805852,-84.19716939999999,"4651 BRITT RD, NORCROSS, GA 30071","https://www.google.com/maps/search/4651+BRITT+RD+NORCROSS,+GA,+30071"
190,MOUNTAIN PARK ACTIVITY BUILDING,ChIJw6XKzXql9YgR5CjSR8ZeqF8,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,33.8450891,-84.13328940000001,"1063 ROCKBRIDGE RD, STONE MOUNTAIN, GA 30087","https://www.google.com/maps/search/1063+ROCKBRIDGE+RD+STONE+MOUNTAIN,+GA,+30087"
191,SHORTY HOWELL PARK ACTIVITY BUILDING ,ChIJgxAFDlSi9YgRz3sINxSKeqs,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Gwinnett County,067,33.9739116,-84.1471048,"2750 PLEASANT HILL RD, DULUTH, GA 30096","https://www.google.com/maps/search/2750+PLEASANT+HILL+RD+DULUTH,+GA,+30096"
192,FIRST BAPTIST CHURCH OF CORNELIA,ChIJwygpRPStWIgRaikwbbBMHL4,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Habersham County,068,34.5105089,-83.52471949999999,"325 OAK STREET, CORNELIA, GA 30531","https://www.google.com/maps/search/325+OAK+STREET+CORNELIA,+GA,+30531"
193,RUBY FULBRIGHT AQUATIC CENTER,ChIJSbMUfam2WIgROcPVTuYwSvY,"['10/13/2020 - 10/16/2020 08:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Habersham County,068,34.603976,-83.5032992,"120 PAUL FRANKLIN RD, CLARKESVILLE, GA 30523","https://www.google.com/maps/search/120+PAUL+FRANKLIN+RD+CLARKESVILLE,+GA,+30523"
194,CHICOPPE WOODS AG CENTER,ChIJgxL0iBbx9YgRMDAqhLWstzY,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.2391765,-83.8200219,"1855 CALVARY CHURCH ROAD, GAINESVILLE, GA 30501","https://www.google.com/maps/search/1855+CALVARY+CHURCH+ROAD+GAINESVILLE,+GA,+30501"
