,pollPlaceName,googlePlaceID,dates,county,idTown,lat,lng,address,url
54,SOUTH CHEROKEE ANNEX REC CENTER,ChIJ03rkUwNs9YgRx4SY7Xeo7dk,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 07:00 PM']",Cherokee County,028,34.1146191,-84.5120599,"7545 MAIN STREET, WOODSTOCK, GA 30188","https://www.google.com/maps/search/7545+MAIN+STREET+WOODSTOCK,+GA,+30188"
55,ACC COORPERATIVE EXTENSION OFFICE,ChIJMeKSbAVz9ogRD13IbPvsFMg,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 10:00 AM - 05:00 PM']",Clarke County,029,33.9452336,-83.4738057,"275 CLEVELAND ROAD, BOGART, GA 30622","https://www.google.com/maps/search/275+CLEVELAND+ROAD+BOGART,+GA,+30622"
56,ATHENS REGIONAL  LIBRARY,ChIJkcDKvG1t9ogRc204BIY4084,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 10:00 AM - 05:00 PM']",Clarke County,029,33.9449534,-83.40355790000001,"2025 BAXTER STREET, ATNENS, GA 30606","https://www.google.com/maps/search/2025+BAXTER+STREET+ATNENS,+GA,+30606"
57,ATHENS-CLARKE COUNTY TENNIS CENTER,ChIJ2fNQa6hr9ogRPrNPB7-21TE,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 10:00 AM - 05:00 PM']",Clarke County,029,33.9253471,-83.3030615,"4460 LEXINGTON ROAD, ATHENS, GA 30605","https://www.google.com/maps/search/4460+LEXINGTON+ROAD+ATHENS,+GA,+30605"
58,BOARD OF ELECTIONS OFFICE,ChIJXRey29hs9ogR1YNG04r6j7Q,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Clarke County,029,33.9594279,-83.3767269,"155 E. WASHINGTON STREET, ATHENS, GA 30601","https://www.google.com/maps/search/155+E.+WASHINGTON+STREET+ATHENS,+GA,+30601"
59,MIRIAM MOORE COMMUNITY CENTER,ChIJvy2l47hs9ogR1GBFTVHWm5c,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 10:00 AM - 05:00 PM']",Clarke County,029,33.959218,-83.35511199999999,"410 MCKINLEY DRIVE, ATHENS, GA 30605","https://www.google.com/maps/search/410+MCKINLEY+DRIVE+ATHENS,+GA,+30605"
60,UGA STEGEMAN COLISEUM,ChIJZaUlreJs9ogR_w6LJmdm_Tw,['10/27/2020 - 10/29/2020 10:00 AM - 05:00 PM'],Clarke County,029,33.9427314,-83.3781194,"100 SMITH STREET, ATHENS, GA 30602","https://www.google.com/maps/search/100+SMITH+STREET+ATHENS,+GA,+30602"
61,REGISTRARS OFFICE,ChIJZz5jZ8FWjYgRcTybNtDptTw,"['10/12/2020 - 10/30/2020 08:30 AM - 04:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Clay County,030,31.605324,-85.0488835,"210 SOUTH WASHINGTON, FORT GAINES, GA 39851","https://www.google.com/maps/search/210+SOUTH+WASHINGTON+FORT+GAINES,+GA,+39851"
62,CARL RHODENIZER RECREATION CENTER,ChIJVSIEQFr_9IgR5u7ZXRVgbCU,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Clayton County,031,33.5872197,-84.2769284,"3499 REX ROAD, REX, GA 30273","https://www.google.com/maps/search/3499+REX+ROAD+REX,+GA,+30273"
63,ELECTIONS AND REGISTRATION,ChIJIaNVNoj59IgRDrwq4qqqA_4,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Clayton County,031,33.5202296,-84.35256179999999,"121 S. MCDONOUGH STREET, JONESBORO, GA 30236","https://www.google.com/maps/search/121+S.+MCDONOUGH+STREET+JONESBORO,+GA,+30236"
64,LEE HEADQUARTERS LIBRARY,ChIJg3OY59z79IgRAN95xXSOVBg,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Clayton County,031,33.5532526,-84.36332349999999,"865 BATTLE CREEK RD, JONESBORO, GA 30236","https://www.google.com/maps/search/865+BATTLE+CREEK+RD+JONESBORO,+GA,+30236"
65,MORROW MUNICIPAL COMPLEX,ChIJYwQcgbH-9IgRxs-GF2DirYY,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Clayton County,031,33.5836382,-84.3413051,"1500 MORROW ROAD, MORROW, GA 30260","https://www.google.com/maps/search/1500+MORROW+ROAD+MORROW,+GA,+30260"
66,SOUTH CLAYTON RECREATION CENTER,ChIJkzaNFR_39IgRZ6L0K55tm7U,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Clayton County,031,33.4476278,-84.3316079,"1837 MCDONOUGH ROAD, HAMPTON, GA 30228","https://www.google.com/maps/search/1837+MCDONOUGH+ROAD+HAMPTON,+GA,+30228"
67,VIRGINIA BURTON GRAY RECREATION CTR,ChIJx7IUI6389IgRbOJenQ-ccdo,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Clayton County,031,33.5912927,-84.43720560000001,"1475 EAST FAYETTEVILLE ROAD, RIVERDALE, GA 30274","https://www.google.com/maps/search/1475+EAST+FAYETTEVILLE+ROAD+RIVERDALE,+GA,+30274"
68,COURTHOUSE,EiYyNSBDb3VydCBTdCwgSG9tZXJ2aWxsZSwgR0EgMzE2MzQsIFVTQSIaEhgKFAoSCWPrs-7st--IEXiHHZQPoU-QEBk,"['10/13/2020 - 10/16/2020 09:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 09:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 09:00 AM - 05:00 PM']",Clinch County,032,31.0379611,-82.7493884,"25 COURT SQUARE, HOMERVILLE, GA 31634","https://www.google.com/maps/search/25+COURT+SQUARE+HOMERVILLE,+GA,+31634"
69,1 MAIN OFFICE,ChIJ9fQQZNAV9YgRwmbkhT8SY_E,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.9536152,-84.5738877,"736 WHITLOCK AVE NW, MARIETTA, GA 30064 - 4663","https://www.google.com/maps/search/736+WHITLOCK+AVE+NW+MARIETTA,+GA,+30064+-+4663"
70,3 NORTHEAST - THE ART PLACE,ChIJR_vvdzRt9YgRmDwYJGSX3j0,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,34.0322595,-84.4644364,"3330 SANDY PLAINS RD, MARIETTA, GA 30067","https://www.google.com/maps/search/3330+SANDY+PLAINS+RD+MARIETTA,+GA,+30067"
71,4 SOUTH- RIVERSIDE EPICENTER,ChIJvcdSmS4Z9YgRP7jKDyKkG9o,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.7717145,-84.55731890000001,"135 RIVERSIDE PARKWAY, AUSTELL, GA 30168","https://www.google.com/maps/search/135+RIVERSIDE+PARKWAY+AUSTELL,+GA,+30168"
72,5 SOUTH CENTRAL-S. COBB REGIONAL LIBRARY,ChIJd-Uf-UQY9YgRdPryfcgOA0U,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.8252317,-84.5776557,"805 CLAY RD, MABLETON, GA 30126","https://www.google.com/maps/search/805+CLAY+RD+MABLETON,+GA,+30126"
73,6 EAST- EAST COBB GOVT SVC CENTER,ChIJrx8sgpMN9YgRZ2FRoNH8A3M,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.9628857,-84.4229117,"4400 LOWER ROSWELL RD, MARIETTA, GA 30068 - 4233","https://www.google.com/maps/search/4400+LOWER+ROSWELL+RD+MARIETTA,+GA,+30068+-+4233"
74,7 WEST- WARD RECREATION CENTER,ChIJQ3BrE_k79YgRx_j_jk3bmIA,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.9422063,-84.695093,"4845 DALLAS HWY, POWDER SPRINGS, GA 30127 - 4486","https://www.google.com/maps/search/4845+DALLAS+HWY+POWDER+SPRINGS,+GA,+30127+-+4486"
75,8 NORTHWEST- W. COBB REGIONAL LIBRARY,ChIJLcTLotk49YgRzdCndgkDKPA,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.9989253,-84.7022049,"1750 DENNIS KEMP LN NW, KENNESAW, GA 30152","https://www.google.com/maps/search/1750+DENNIS+KEMP+LN+NW+KENNESAW,+GA,+30152"
76,9 ACWORTH- NORTH COBB SENIOR CENTER,ChIJjXFLuJBA9YgRXaT0k2mVsC0,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,34.0499644,-84.6628527,"3900 S. MAIN STREET, ACWORTH, GA 30101","https://www.google.com/maps/search/3900+S.+MAIN+STREET+ACWORTH,+GA,+30101"
77,A10 POWDER SPRINGS - RON ANDERSON REC. CENTER,ChIJI2ootcY89YgRk0hjaj2X2fA,"['10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.8764671,-84.6647552,"3820 MACEDONIA RD, POWDER SPRINGS, GA 30127","https://www.google.com/maps/search/3820+MACEDONIA+RD.+POWDER+SPRINGS,+GA,+30127"
78,A11 SMYRNA- COMMUNITY CENTER,ChIJi3ESBM4Q9YgR5IQUMTHqLJo,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,33.8862804,-84.51689379999999,"200 VILLAGE GREEN CIRCLE, SMYRNA, GA 30080 - 3479","https://www.google.com/maps/search/200+VILLAGE+GREEN+CIRCLE+SMYRNA,+GA,+30080+-+3479"
79,A12 KENNESAW- BEN ROBERTSON COMMUNITY CENTER,ChIJm98dhu4_9YgRNKVBjQJEoss,"['10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Cobb County,033,34.0216671,-84.6210127,"2753 WATTS DR, KENNESAW, GA 30144 - 2720","https://www.google.com/maps/search/2753+WATTS+DR+KENNESAW,+GA,+30144+-+2720"
80,ELECTIONS & REGISTRATION OFFICE,ChIJLbDvEJAr8IgRa3F73HqCuBY,"['10/12/2020 - 10/30/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Coffee County,034,31.5077855,-82.85240929999999,"224 W ASHLEY ST, DOUGLAS, GA 31533 - 2340","https://www.google.com/maps/search/224+W+ASHLEY+ST+DOUGLAS,+GA,+31533+-+2340"
81,COURTHOUSE ANNEX,ChIJC5jxaero7YgR1nOR-Nhr710,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Colquitt County,035,31.1802509,-83.7872064,"101 EAST CENTRAL AVE, MOULTRIE, GA 31768","https://www.google.com/maps/search/101+EAST+CENTRAL+AVE+MOULTRIE,+GA,+31768"
82,"COLUMBIA COUNTY BOARD OF ELECTIONS, BUILDING G3",ChIJY9y2U6zU-YgRhU1ywYaqQXA,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Columbia County,036,33.543379,-82.13576839999999,"610 RONALD REAGAN DRIVE, EVANS, GA 30809","https://www.google.com/maps/search/610+RONALD+REAGAN+DRIVE+EVANS,+GA,+30809"
83,THE FORMER EUCHEE CREEK LIBRARY,ChIJ__8viIV-94gRzFSbKfJc-Gg,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Columbia County,036,33.4768547,-82.26567109999999,"5907 EUCHEE CREEK DRIVE, GROVETOWN, GA 30813","https://www.google.com/maps/search/5907+EUCHEE+CREEK+DRIVE+GROVETOWN,+GA,+30813"
84,EAST SIDE ADV. VOTING SITE AT CENTRAL COMPLEX,ChIJqTZj2D3B9IgRUJQa3k5JJlg,"['10/12/2020 - 10/16/2020 08:30 AM - 04:30 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 04:30 PM']",Coweta County,038,33.3858108,-84.6706466,"65 LITERARY LANE, NEWNAN, GA 30265","https://www.google.com/maps/search/65+LITERARY+LANE+NEWNAN,+GA,+30265"
85,VOTER REGISTRATION OFFICE,ChIJFQX79PXI9IgRNiDLNETwUpE,"['10/12/2020 - 10/16/2020 08:30 AM - 04:30 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 04:30 PM']",Coweta County,038,33.3745719,-84.7982668,"22 EAST BROAD STREET, NEWNAN, GA 30263","https://www.google.com/maps/search/22+EAST+BROAD+STREET+NEWNAN,+GA,+30263"
86,BOARD OF ELECTIONS,ChIJFT4JcYGR84gRYNJZLPPt_2s,['10/12/2020 - 10/30/2020 09:00 AM - 05:00 PM'],Crawford County,039,32.7146375,-84.0211479,"640 GA HWY 128, ROBERTA, GA 31078","https://www.google.com/maps/search/640+GA+HWY+128+ROBERTA,+GA,+31078"
87,GOVERNMENT CENTER,ChIJPfeZoiI78ogR14oWITb7hHQ,"['10/13/2020 - 10/30/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 01:00 PM - 07:00 PM']",Crisp County,040,31.9672219,-83.7831842,"210 SOUTH 7TH STREET, CORDELE, GA 31015","https://www.google.com/maps/search/210+SOUTH+7TH+STREET+CORDELE,+GA,+31015"
88,ADMIN.BLDG CMM/ROOM,ChIJJdDClK1OYIgR0LTWqrRC2Tc,"['10/13/2020 - 10/15/2020 08:00 AM - 05:00 PM', '10/16/2020 - 10/16/2020 08:00 AM - 02:00 PM', '10/19/2020 - 10/22/2020 08:00 AM - 05:00 PM', '10/23/2020 - 10/23/2020 08:00 AM - 02:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/29/2020 08:00 AM - 05:00 PM', '10/30/2020 - 10/30/2020 08:00 AM - 02:00 PM']",Dade County,041,34.8720856,-85.5107689,"71 CASE AVE, TRENTON, GA 30752","https://www.google.com/maps/search/71+CASE+AVE+TRENTON,+GA,+30752"
89,DAWSON CO ELECT & REG OFFICE,ChIJAUMPeOd8X4gR4gFTlG3zR9s,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Dawson County,042,34.4201781,-84.1230221,"96 ACADEMY AVENUE, DAWSONVILLE, GA 30534","https://www.google.com/maps/search/96+ACADEMY+AVENUE+DAWSONVILLE,+GA,+30534"
90,COURTHOUSE ANNEX,ChIJtWggs-8Y7YgRtj0jEQtn0L8,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 06:00 PM']",Decatur County,043,30.90668969999999,-84.5771689,"122 W. WATER ST, BAINBRIDGE, GA 39817","https://www.google.com/maps/search/122+W.+WATER+ST.+BAINBRIDGE,+GA,+39817"
91,FAIRGROUNDS EXHIBIT HALL,ChIJ35tDHwcZ7YgRs-LqcFw-DHU,"['10/12/2020 - 10/16/2020 08:00 AM - 06:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 06:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 06:00 PM']",Decatur County,043,30.9166991,-84.5575449,"1211 VADA RD, BAINBRIDGE, GA 39817","https://www.google.com/maps/search/1211+VADA+RD+BAINBRIDGE,+GA,+39817"
92,AV-BEREAN: KERWIN B. LEE FAMILY LIFE CENTER,ChIJX77-Oxqs9YgReaxm3ZGnNnY,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.7390504,-84.17086359999999,"2197 YOUNG ROAD, STONE MOUNTAIN, GA 30088","https://www.google.com/maps/search/2197+YOUNG+ROAD+STONE+MOUNTAIN,+GA,+30088"
93,AV-COAN RECREATION CENTER,ChIJF3G1U0oB9YgRLIMFbAwBJK4,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.7522826,-84.3363303,"1530 WOODBINE AVENUE SE, ATLANTA, GA 30317","https://www.google.com/maps/search/1530+WOODBINE+AVENUE+SE+ATLANTA,+GA,+30317"
94,AV-CORE4 ATLANTA,ChIJm25sDakJ9YgRd3o0XOBTaLU,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.895484,-84.3089059,"2050 WILL ROSS CT, CHAMBLEE, GA 30341","https://www.google.com/maps/search/2050+WILL+ROSS+CT+CHAMBLEE,+GA,+30341"
95,AV-COUNTY LINE-ELLENWOOD LIBRARY,ChIJjzRX6S5V9IgRQknleyGe6XY,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.6552256,-84.23426309999999,"4331 RIVER RD, ELLENWOOD, GA 30294","https://www.google.com/maps/search/4331+RIVER+RD.+ELLENWOOD,+GA,+30294"
96,AV-DUNWOODY LIBRARY,ChIJNeiDSt0L9YgRWHwWL540OR8,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.9446855,-84.3319777,"5339 CHAMBLEE DUNWOODY RD, DUNWOODY, GA 30338","https://www.google.com/maps/search/5339+CHAMBLEE+DUNWOODY+RD+DUNWOODY,+GA,+30338"
97,AV-HOUSE OF HOPE ATLANTA,ChIJucVkNueq9YgRAz7d4TDMh-A,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.6862611,-84.2334778,"4650 FLAT SHOALS PARKWAY, DECATUR, GA 30034","https://www.google.com/maps/search/4650+FLAT+SHOALS+PARKWAY+DECATUR,+GA,+30034"
98,AV-LYNWOOD RECREATION CENTER,ChIJH4SRqdcI9YgRA2C5aUmoNxw,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.8872546,-84.3457068,"3360 OSBORNE RD. NE, BROOKHAVEN, GA 30319","https://www.google.com/maps/search/3360+OSBORNE+RD.+NE+BROOKHAVEN,+GA,+30319"
99,AV-MEMORIAL 1,ChIJn2WMG7-p9YgRJYeGlTaeXx0,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.7780804,-84.246648,"4380 MEMORIAL DRIVE, DECATUR, GA 30032","https://www.google.com/maps/search/4380+MEMORIAL+DRIVE+DECATUR,+GA,+30032"
100,AV-MEMORIAL 2,ChIJn2WMG7-p9YgRJYeGlTaeXx0,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 06:00 PM', '10/18/2020 - 10/18/2020 12:00 PM - 06:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 06:00 PM', '10/25/2020 - 10/25/2020 12:00 PM - 06:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",DeKalb County,044,33.7780804,-84.246648,"4380 MEMORIAL DR, DECATUR, GA 30032","https://www.google.com/maps/search/4380+MEMORIAL+DR+DECATUR,+GA,+30032"
